STA,NET,DIST,STA_LAT,STA_LON,EQ_LAT,EQ_LON,EQ_DEP,EQ_MAG,ORIG_TIME,AZ,BAZ,PHASE,DT,PREM,AMP,POLARITY,POLARITY_COFLAG,ONSET,ENDSET,SNR_AVE,SNR_PEAK_TROUGH,SNR_PEAK,MISFIT_SIG,MISFIT_PRE,MISFIT_POST,MISFIT_PRE2T,MISFIT_POST2T,TSTAR_FACTOR,STRETCH_FACTOR,CCC_SEW,CCC_GEW,RECORD_GAU,EW_GAU,GAU_MISFIT,WEIGHT,TRAFFIC_IN_NOISE,ONE_PERIOD,PERIOD_FLAG
O28M,TA,       89.39400,       60.77000,     -140.19000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       17.83600,      215.02700,ScSScSScS,        5.80000,     2941.30000,        0.00000,        0.97000,0,        7.60000,       19.20000,        3.54000,        0.00000,        0.00000,        0.04000,        0.16000,        0.56000,        0.12000,        0.24000,        6.74000,        1.48000,        0.90000,        0.99000,       26.96000,       18.00000,        0.46000,        0.43000,0,       30.00000,0
YUK7,CN,       89.79100,       60.53000,     -138.14000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       18.79600,      216.81900,ScSScSScS,        5.40000,     2943.19000,        0.00000,        0.97000,0,        7.30000,       19.70000,        3.83000,        0.00000,        0.00000,        0.05000,        0.22000,        0.76000,        0.17000,        0.24000,        7.91000,        1.59000,        0.88000,        0.99000,       28.72000,       18.00000,        0.55000,        0.35000,0,       32.40000,0
P30M,TA,       89.82100,       60.12000,     -136.96000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       19.51200,      217.84500,ScSScSScS,        6.80000,     2943.40000,        0.00000,        0.97000,0,        8.10000,       16.90000,        3.86000,        0.00000,        0.00000,        0.11000,        0.26000,        0.58000,        0.18000,        0.70000,        1.31000,        1.09000,        0.97000,        0.99000,       20.09000,       18.00000,        0.09000,        0.20000,0,       23.20000,0
YUK2,CN,       90.03500,       61.77000,     -140.84000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       17.00800,      214.45200,ScSScSScS,        4.40000,     2944.46000,        0.00000,        0.97000,0,        6.10000,       17.50000,        3.10000,        0.00000,        0.00000,        0.04000,        0.10000,        0.65000,        0.21000,        0.14000,        6.18000,        1.44000,        0.91000,        0.99000,       26.16000,       18.00000,        0.41000,        0.47000,0,       29.20000,0
S34M,TA,       90.08500,       57.91000,     -131.13000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       23.24200,      222.83800,ScSScSScS,        9.10000,     2944.63000,        0.00000,        0.97000,0,       10.50000,       19.90000,        4.16000,        0.00000,        0.00000,        0.04000,        0.08000,        0.67000,        0.31000,        0.11000,        2.73000,        1.19000,        0.96000,        0.99000,       21.68000,       18.00000,        0.17000,        0.25000,0,       24.00000,0
HYT,CN,       90.21500,       60.83000,     -137.50000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       18.86800,      217.37300,ScSScSScS,        6.40000,     2945.25000,        0.00000,        0.97000,0,        7.80000,       16.80000,        2.88000,        0.00000,        0.00000,        0.03000,        0.04000,        0.21000,        0.22000,        0.35000,        1.96000,        1.12000,        0.97000,        1.00000,       20.79000,       18.00000,        0.12000,        0.57000,0,        1.20000,1
M27K,TA,       90.25400,       62.36000,     -141.88000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       16.27200,      213.54100,ScSScSScS,        4.20000,     2945.44000,        0.00000,        0.97000,0,        6.00000,       18.20000,        2.79000,        0.00000,        0.00000,        0.07000,        0.11000,        0.63000,        0.23000,        0.15000,        7.56000,        1.53000,        0.89000,        0.99000,       28.18000,       18.00000,        0.52000,        0.33000,0,       31.00000,0
RDMU,UU,       90.34400,       40.57000,     -109.57000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       45.42100,      239.31100,ScSScSScS,       14.60000,     2945.59000,        0.00000,        0.85000,0,       16.10000,       25.90000,        4.02000,        0.00000,        0.00000,        0.10000,        0.08000,        0.65000,        0.24000,        0.40000,        3.54000,        1.24000,        0.84000,        0.98000,       22.66000,       18.00000,        0.23000,        0.22000,0,       25.60000,0
BO02,C1,       90.63800,      -34.79000,      -70.78000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,      128.49300,      241.00000,ScSScSScS,       12.20000,     2945.16000,        0.00000,       -0.40000,0,       13.30000,       29.10000,        2.43000,        0.00000,        0.00000,        0.06000,        0.22000,        0.39000,        0.14000,        0.22000,       12.44000,        2.05000,        0.88000,        0.98000,       36.60000,       18.00000,        0.98000,        0.44000,0,       36.80000,0
MM04,7C,       90.66900,       60.24000,     -134.55000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       20.37500,      219.92800,ScSScSScS,        3.20000,     2947.47000,        0.00000,        0.97000,0,        4.60000,       18.80000,        3.48000,        0.00000,        0.00000,        0.07000,        0.13000,        0.68000,        0.13000,        0.31000,       10.35000,        1.82000,        0.82000,        0.96000,       32.75000,       18.00000,        0.77000,        0.30000,0,       36.80000,0
DOT,AK,       90.80700,       63.65000,     -144.07000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       14.73200,      211.60500,ScSScSScS,        4.30000,     2948.11000,        0.00000,        0.96000,0,        6.00000,       16.60000,        2.30000,        0.00000,        0.00000,        0.04000,        0.03000,        0.56000,        0.12000,        0.15000,        5.12000,        1.38000,        0.94000,        0.99000,       24.70000,       18.00000,        0.33000,        0.05000,0,       27.40000,0
N30M,TA,       90.84300,       61.46000,     -137.09000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       18.64000,      217.73800,ScSScSScS,        5.20000,     2948.33000,        0.00000,        0.97000,0,        6.70000,       16.90000,        4.23000,        0.00000,        0.00000,        0.02000,        0.06000,        0.39000,        0.23000,        0.24000,        4.09000,        1.28000,        0.95000,        1.00000,       23.36000,       18.00000,        0.26000,        0.72000,0,       26.20000,0
I23K,TA,       90.99700,       65.15000,     -149.36000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       11.99200,      206.88200,ScSScSScS,        3.30000,     2949.12000,        0.00000,        0.96000,0,        4.80000,       14.60000,        4.47000,        0.00000,        0.00000,        0.03000,        0.13000,        0.43000,        0.24000,        0.19000,        3.54000,        1.24000,        0.96000,        0.99000,       22.66000,       18.00000,        0.23000,        0.73000,0,       25.60000,0
SCRK,AK,       91.10600,       63.98000,     -143.99000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       14.58900,      211.67800,ScSScSScS,        7.10000,     2949.64000,        0.00000,        0.96000,0,        8.40000,       17.00000,        4.41000,        0.00000,        0.00000,        0.02000,        0.05000,        0.63000,        0.26000,        0.21000,        1.20000,        1.08000,        0.97000,        1.00000,       19.97000,       18.00000,        0.08000,        0.46000,0,       23.20000,0
SLEB,CN,       91.23000,       51.16900,     -118.13300,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       33.29900,      233.31900,ScSScSScS,        9.70000,     2950.05000,        0.00000,        0.93000,0,       11.40000,       23.20000,        3.78000,        0.00000,        0.00000,        0.10000,        0.21000,        0.10000,        0.09000,        0.38000,        6.84000,        1.48000,        0.91000,        0.99000,       27.11000,       18.00000,        0.47000,        0.35000,0,       30.80000,0
M29M,TA,       91.23800,       62.44000,     -138.46000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       17.52500,      216.54700,ScSScSScS,        4.60000,     2950.16000,        0.00000,        0.97000,0,        6.20000,       17.00000,        4.07000,        0.00000,        0.00000,        0.02000,        0.24000,        0.59000,        0.10000,        0.10000,        5.29000,        1.37000,        0.93000,        0.98000,       24.93000,       18.00000,        0.35000,        0.55000,0,       27.60000,0
G21K,TA,       91.52000,       66.52000,     -153.51000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,        9.86400,      203.15000,ScSScSScS,        5.40000,     2951.67000,        0.00000,        0.95000,0,        7.00000,       17.20000,        3.57000,        0.00000,        0.00000,        0.02000,        0.18000,        0.54000,        0.17000,        0.62000,        4.41000,        1.31000,        0.95000,        1.00000,       23.76000,       18.00000,        0.28000,        0.70000,0,       26.80000,0
J26L,TA,       91.65200,       64.50000,     -143.56000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       14.46900,      212.06500,ScSScSScS,        3.80000,     2952.28000,        0.00000,        0.96000,0,        5.40000,       16.20000,        2.97000,        0.00000,        0.00000,        0.10000,        0.11000,        0.80000,        0.19000,        0.22000,        5.14000,        1.34000,        0.94000,        0.99000,       24.72000,       18.00000,        0.34000,        0.13000,0,       27.60000,0
BOZ,US,       91.66800,       45.60000,     -111.63000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,       40.34500,      237.99700,ScSScSScS,       13.00000,     2952.10000,        0.00000,        0.89000,0,       14.60000,       24.80000,        3.50000,        0.00000,        0.00000,        0.03000,        0.13000,        0.37000,        0.14000,        0.63000,        4.34000,        1.30000,        0.87000,        1.00000,       23.67000,       18.00000,        0.28000,        0.52000,0,       26.80000,0
BILL,IU,       91.70400,       68.07000,      166.45000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,      354.51100,      166.45800,ScSScSScS,        1.80000,     2952.51000,        0.00000,        0.87000,0,        3.50000,       14.70000,        2.59000,        0.00000,        0.00000,        0.02000,        0.08000,        0.57000,        0.12000,        0.24000,        6.09000,        1.44000,        0.92000,        1.00000,       26.05000,       18.00000,        0.41000,        0.51000,0,       29.00000,0
RDOG,AK,       91.79800,       68.05000,     -162.91000,      -23.25900,     -178.80400,      414.50000,        6.90000,20170224172844.83984,        5.91200,      194.59700,ScSScSScS,        1.10000,     2953.00000,        0.00000,        0.94000,0,        2.80000,       14.20000,        2.83000,        0.00000,        0.00000,        0.02000,        0.11000,        0.30000,        0.16000,        0.44000,        6.22000,        1.43000,        0.93000,        0.99000,       26.21000,       18.00000,        0.42000,        0.64000,0,       29.20000,0
